FENGYUN;1C;;;;;;;
FENGYUN;1C;DEB;;;;;;
1;29891U;99025GM;16151.8476;0.00000106;00000-0;10428-3;0;9998
2;29891;99.0824;216.2347;66390;171.2649;240.2934;13.97811484;
FENGYUN;1C;DEB;;;;;;
1;29892U;99025GN;16152.11516;0.00001871;00000-0;93951-3;0;9999
2;29892;99.2181;188.6841;271832;276.0636;149.4444;14.00463702;
FENGYUN;1C;DEB;;;;;;
1;29893U;99025GP;16151.38305;0.0000006;00000-0;87513-4;0;9990
2;29893;98.4915;196.6084;173793;220.3281;259.3167;13.78241878;
FENGYUN;1C;DEB;;;;;;
1;29894U;99025GQ;16151.88848;0.00000305;00000-0;31337-3;0;9998
2;29894;99.5203;118.2684;174149;160.9757;226.6456;13.77590147;
FENGYUN;1C;DEB;;;;;;
1;29895U;99025GR;16152.08916;0.00001064;00000-0;56845-3;0;9997
2;29895;99.9445;336.9786;375520;210.0769;276.0641;13.85114209;
FENGYUN;1C;DEB;;;;;;
1;29896U;99025GS;16151.33946;0.00000176;00000-0;23075-3;0;9998
2;29896;99.5362;72.1347;246609;14.4842;102.3604;13.62523573;
FENGYUN;1C;DEB;;;;;;
1;29897U;99025GT;16152.02401;0.00001237;00000-0;15216-2;0;9996
2;29897;98.6484;64.2816;325071;89.8937;41.2528;13.46826417;
FENGYUN;1C;DEB;;;;;;
1;29898U;99025GU;16151.91416;0.00000724;00000-0;56310-3;0;9994
2;29898;98.2222;296.9163;484873;1.6283;148.9142;13.50787938;
FENGYUN;1C;DEB;;;;;;
1;29899U;99025GV;16152.22709;0.00000035;00000-0;93973-4;0;9999
2;29899;98.7035;47.6079;354745;183.8618;306.983;13.36611565;
FENGYUN;1C;DEB;;;;;;
1;29901U;99025GX;16151.20139;-0.00000079;00000-0;-57120;0;9997
2;29901;98.8012;52.8803;383395;300.537;217.1445;13.31690476;
FENGYUN;1C;DEB;;;;;;
1;29903U;99025GZ;16152.05246;0.00001337;00000-0;33820-3;0;9993
2;29903;99.015;351.8496;85079;329.1752;30.4459;14.50718482;
FENGYUN;1C;DEB;;;;;;
1;29904U;99025HA;16152.17517;0.00000403;00000-0;11692-3;0;9994
2;29904;99.0755;327.1199;233620;121.5128;296.0018;14.35628959;
FENGYUN;1C;DEB;;;;;;
1;29905U;99025HB;16151.87212;0.00017061;00000-0;17689-2;0;9996
2;29905;99.2478;131.6568;31068;323.9047;36.0068;14.89730841;
FENGYUN;1C;DEB;;;;;;
1;29906U;99025HC;16151.08406;0.00001232;00000-0;56701-3;0;9990
2;29906;98.8808;186.1715;51203;218.7291;141.0211;14.22313441;
FENGYUN;1C;DEB;;;;;;
1;29907U;99025HD;16150.95711;0.00000502;00000-0;36040-3;0;9996
2;29907;99.1757;131.1127;88630;144.2401;235.7712;13.99773349;
FENGYUN;1C;DEB;;;;;;
1;29909U;99025HF;16152.07706;0.00001129;00000-0;48348-3;0;9993
2;29909;98.8257;191.6182;64661;167.659;255.9015;14.25779045;
FENGYUN;1C;DEB;;;;;;
1;29911U;99025HH;16152.01067;0.00000314;00000-0;19614-3;0;9993
2;29911;99.0373;168.2774;31066;313.3384;99.4517;14.11861502;
FENGYUN;1C;DEB;;;;;;
1;29912U;99025HJ;16152.01416;0.00001226;00000-0;57932-3;0;9990
2;29912;98.941;176.0282;56620;228.9562;196.1836;14.2083094;
FENGYUN;1C;DEB;;;;;;
1;29913U;99025HK;16151.62879;-0.00000061;00000-0;-10057;0;9996
2;29913;99.0198;178.8976;63702;303.0618;180.3708;14.04672248;
FENGYUN;1C;DEB;;;;;;
1;29914U;99025HL;16150.97551;-0.00000047;00000-0;-94859;0;9990
2;29914;99.1882;156.8315;36743;45.2254;7.4857;14.01943032;
FENGYUN;1C;DEB;;;;;;
1;29915U;99025HM;16151.78902;0.00005826;00000-0;76365-3;0;9999
2;29915;99.0373;86.9463;68674;156.5956;203.8404;14.79147871;
FENGYUN;1C;DEB;;;;;;
1;29916U;99025HN;16152.14346;0.00000182;00000-0;25493-3;0;9997
2;29916;99.1992;329.2057;279279;107.3592;319.8112;13.53736704;
FENGYUN;1C;DEB;;;;;;
1;29917U;99025HP;16151.83214;0.00000939;00000-0;10199-2;0;9994
2;29917;98.9246;246.4789;235267;248.2268;238.1091;13.64065107;
FENGYUN;1C;DEB;;;;;;
1;29918U;99025HQ;16151.95441;0.00000888;00000-0;45697-3;0;9999
2;29918;98.9741;131.9816;14904;225.1413;199.5485;14.17845859;
FENGYUN;1C;DEB;;;;;;
1;29919U;99025HR;16152.16749;0.00000031;00000-0;57374-4;0;9990
2;29919;98.5422;226.9854;140320;137.2313;277.0038;13.83908334;
FENGYUN;1C;DEB;;;;;;
1;29920U;99025HS;16151.52695;0.00000416;00000-0;31084-3;0;9994
2;29920;98.4656;241.0926;138282;315.547;162.4667;13.95338684;
